table_name,table_description,ordinal_position,column_name,display_label,source_fields,definition,formula,documentation_kind
early_three_model_repeat_metrics,Persisted root CSV report table,18,window_balanced_accuracy,window_balanced_accuracy,window_balanced_accuracy,Macro-average recall across the K declared classes.,BA = (1/K) * sum_c [TP_c / (TP_c + FN_c)],inferred_metric_formula
early_three_model_repeat_metrics,Persisted root CSV report table,19,window_macro_f1,window_macro_f1,window_macro_f1,Unweighted mean of the K class-specific F1 scores.,macro-F1 = (1/K) * sum_c F1_c,inferred_metric_formula
early_three_model_repeat_metrics,Persisted root CSV report table,20,file_balanced_accuracy,file_balanced_accuracy,file_balanced_accuracy,Macro-average recall across the K declared classes.,BA = (1/K) * sum_c [TP_c / (TP_c + FN_c)],inferred_metric_formula
early_three_model_repeat_metrics,Persisted root CSV report table,21,file_macro_f1,file_macro_f1,file_macro_f1,Unweighted mean of the K class-specific F1 scores.,macro-F1 = (1/K) * sum_c F1_c,inferred_metric_formula
early_three_model_repeat_metrics,Persisted root CSV report table,22,subject_balanced_accuracy,subject_balanced_accuracy,subject_balanced_accuracy,Macro-average recall across the K declared classes.,BA = (1/K) * sum_c [TP_c / (TP_c + FN_c)],inferred_metric_formula
early_three_model_repeat_metrics,Persisted root CSV report table,23,subject_macro_f1,subject_macro_f1,subject_macro_f1,Unweighted mean of the K class-specific F1 scores.,macro-F1 = (1/K) * sum_c F1_c,inferred_metric_formula
early_three_model_repeat_metrics,Persisted root CSV report table,24,best_val_loss,best_val_loss,best_val_loss,Persisted source-table value for `best_val_loss`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
early_three_model_repeat_metrics,Persisted root CSV report table,25,best_val_loss_epoch,best_val_loss_epoch,best_val_loss_epoch,Persisted source-table value for `best_val_loss_epoch`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
early_three_model_repeat_metrics,Persisted root CSV report table,26,best_val_accuracy,best_val_accuracy,best_val_accuracy,Fraction of evaluated units assigned to their true class.,accuracy = (sum_c TP_c) / N,inferred_metric_formula
early_three_model_repeat_metrics,Persisted root CSV report table,27,best_val_accuracy_epoch,best_val_accuracy_epoch,best_val_accuracy_epoch,Fraction of evaluated units assigned to their true class.,accuracy = (sum_c TP_c) / N,inferred_metric_formula
early_three_model_repeat_metrics,Persisted root CSV report table,28,duration_sec,duration_sec,duration_sec,Persisted source-table value for `duration_sec`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
early_three_model_repeat_metrics,Persisted root CSV report table,29,report_path,report_path,report_path,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
early_three_model_repeat_metrics,Persisted root CSV report table,30,learning_curve_png,learning_curve_png,learning_curve_png,Persisted source-table value for `learning_curve_png`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
early_three_model_repeat_metrics,Persisted root CSV report table,31,learning_curve_csv,learning_curve_csv,learning_curve_csv,Persisted source-table value for `learning_curve_csv`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
early_three_model_repeat_metrics,Persisted root CSV report table,32,source_study,source_study,source_study,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
early_three_model_repeat_metrics,Persisted root CSV report table,33,source_path,source_path,source_path,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
early_three_model_repeat_metrics,Persisted root CSV report table,34,model_display,model_display,model_display,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
early_three_model_repeat_metrics,Persisted root CSV report table,35,subject_macro_roc_auc_ovr,subject_macro_roc_auc_ovr,subject_macro_roc_auc_ovr,Unweighted mean of valid one-vs-rest class ROC areas.,macro ROC-AUC = (1/K_valid) * sum_c ROC-AUC_c,inferred_metric_formula
early_three_model_split_audit,Persisted root CSV report table,1,model,model,model,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
early_three_model_split_audit,Persisted root CSV report table,2,repeat,repeat,repeat,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
early_three_model_split_audit,Persisted root CSV report table,3,split_seed,split_seed,split_seed,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
early_three_model_split_audit,Persisted root CSV report table,4,fold_count,fold_count,fold_count,Number of units satisfying the column's stated inclusion condition.,count = sum_i 1[unit i satisfies the stated condition],count_formula
early_three_model_split_audit,Persisted root CSV report table,5,held_out_participant_count,held_out_participant_count,held_out_participant_count,Number of units satisfying the column's stated inclusion condition.,count = sum_i 1[unit i satisfies the stated condition],count_formula
early_three_model_split_audit,Persisted root CSV report table,6,fold_sizes,fold_sizes,fold_sizes,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
early_three_model_split_audit,Persisted root CSV report table,7,fold_roster_sha256,fold_roster_sha256,fold_roster_sha256,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
early_three_model_split_audit,Persisted root CSV report table,8,roster,roster,roster,Persisted source-table value for `roster`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
early_three_model_summary_numeric,Persisted root CSV report table,1,descriptive_rank,descriptive_rank,descriptive_rank,Ordinal position after applying the table's declared sorting rule.,"N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_ordinal
early_three_model_summary_numeric,Persisted root CSV report table,2,model_display,model_display,model_display,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
early_three_model_summary_numeric,Persisted root CSV report table,3,model,model,model,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
early_three_model_summary_numeric,Persisted root CSV report table,4,resolved_model,resolved_model,resolved_model,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
early_three_model_summary_numeric,Persisted root CSV report table,5,n_runs,n_runs,n_runs,Number of units satisfying the column's stated inclusion condition.,count = sum_i 1[unit i satisfies the stated condition],count_formula
early_three_model_summary_numeric,Persisted root CSV report table,6,seeds,seeds,seeds,Persisted source-table value for `seeds`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
early_three_model_summary_numeric,Persisted root CSV report table,7,window_balanced_accuracy_n_repeats,window_balanced_accuracy_n_repeats,window_balanced_accuracy_n_repeats,Macro-average recall across the K declared classes.,BA = (1/K) * sum_c [TP_c / (TP_c + FN_c)],inferred_metric_formula
early_three_model_summary_numeric,Persisted root CSV report table,8,window_balanced_accuracy_mean,window_balanced_accuracy_mean,window_balanced_accuracy_mean,Arithmetic mean of Macro-average recall across the K declared classes. over the table's declared units,mean = (1/n) * sum_i x_i,arithmetic_mean_formula
early_three_model_summary_numeric,Persisted root CSV report table,9,window_balanced_accuracy_sample_sd,window_balanced_accuracy_sample_sd,window_balanced_accuracy_sample_sd,Sample standard deviation of Macro-average recall across the K declared classes.,sample SD = sqrt[sum_i (x_i - mean)^2 / (n - 1)],sample_sd_formula
early_three_model_summary_numeric,Persisted root CSV report table,10,window_balanced_accuracy_repeat_t_ci95_low,window_balanced_accuracy_repeat_t_ci95_low,window_balanced_accuracy_repeat_t_ci95_low,Reported 95% confidence bound or interval for Macro-average recall across the K declared classes.,"repeat CI95 = 1 * (mean +/- t_(0.975,n-1) * sample_SD / sqrt(n))",repeat_student_t_interval_formula
early_three_model_summary_numeric,Persisted root CSV report table,11,window_balanced_accuracy_repeat_t_ci95_high,window_balanced_accuracy_repeat_t_ci95_high,window_balanced_accuracy_repeat_t_ci95_high,Reported 95% confidence bound or interval for Macro-average recall across the K declared classes.,"repeat CI95 = 1 * (mean +/- t_(0.975,n-1) * sample_SD / sqrt(n))",repeat_student_t_interval_formula
early_three_model_summary_numeric,Persisted root CSV report table,12,window_balanced_accuracy_repeat_t_ci95_method,window_balanced_accuracy_repeat_t_ci95_method,window_balanced_accuracy_repeat_t_ci95_method,"Direct method, applicability, reason, metric-roster, or cluster-unit provenance for the reported statistic.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
early_three_model_summary_numeric,Persisted root CSV report table,13,window_macro_f1_n_repeats,window_macro_f1_n_repeats,window_macro_f1_n_repeats,Unweighted mean of the K class-specific F1 scores.,macro-F1 = (1/K) * sum_c F1_c,inferred_metric_formula
early_three_model_summary_numeric,Persisted root CSV report table,14,window_macro_f1_mean,window_macro_f1_mean,window_macro_f1_mean,Arithmetic mean of Unweighted mean of the K class-specific F1 scores. over the table's declared units,mean = (1/n) * sum_i x_i,arithmetic_mean_formula
early_three_model_summary_numeric,Persisted root CSV report table,15,window_macro_f1_sample_sd,window_macro_f1_sample_sd,window_macro_f1_sample_sd,Sample standard deviation of Unweighted mean of the K class-specific F1 scores.,sample SD = sqrt[sum_i (x_i - mean)^2 / (n - 1)],sample_sd_formula
early_three_model_summary_numeric,Persisted root CSV report table,16,window_macro_f1_repeat_t_ci95_low,window_macro_f1_repeat_t_ci95_low,window_macro_f1_repeat_t_ci95_low,Reported 95% confidence bound or interval for Unweighted mean of the K class-specific F1 scores.,"repeat CI95 = 1 * (mean +/- t_(0.975,n-1) * sample_SD / sqrt(n))",repeat_student_t_interval_formula
early_three_model_summary_numeric,Persisted root CSV report table,17,window_macro_f1_repeat_t_ci95_high,window_macro_f1_repeat_t_ci95_high,window_macro_f1_repeat_t_ci95_high,Reported 95% confidence bound or interval for Unweighted mean of the K class-specific F1 scores.,"repeat CI95 = 1 * (mean +/- t_(0.975,n-1) * sample_SD / sqrt(n))",repeat_student_t_interval_formula
early_three_model_summary_numeric,Persisted root CSV report table,18,window_macro_f1_repeat_t_ci95_method,window_macro_f1_repeat_t_ci95_method,window_macro_f1_repeat_t_ci95_method,"Direct method, applicability, reason, metric-roster, or cluster-unit provenance for the reported statistic.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
early_three_model_summary_numeric,Persisted root CSV report table,19,file_balanced_accuracy_n_repeats,file_balanced_accuracy_n_repeats,file_balanced_accuracy_n_repeats,Macro-average recall across the K declared classes.,BA = (1/K) * sum_c [TP_c / (TP_c + FN_c)],inferred_metric_formula
early_three_model_summary_numeric,Persisted root CSV report table,20,file_balanced_accuracy_mean,file_balanced_accuracy_mean,file_balanced_accuracy_mean,Arithmetic mean of Macro-average recall across the K declared classes. over the table's declared units,mean = (1/n) * sum_i x_i,arithmetic_mean_formula
early_three_model_summary_numeric,Persisted root CSV report table,21,file_balanced_accuracy_sample_sd,file_balanced_accuracy_sample_sd,file_balanced_accuracy_sample_sd,Sample standard deviation of Macro-average recall across the K declared classes.,sample SD = sqrt[sum_i (x_i - mean)^2 / (n - 1)],sample_sd_formula
early_three_model_summary_numeric,Persisted root CSV report table,22,file_balanced_accuracy_repeat_t_ci95_low,file_balanced_accuracy_repeat_t_ci95_low,file_balanced_accuracy_repeat_t_ci95_low,Reported 95% confidence bound or interval for Macro-average recall across the K declared classes.,"repeat CI95 = 1 * (mean +/- t_(0.975,n-1) * sample_SD / sqrt(n))",repeat_student_t_interval_formula
early_three_model_summary_numeric,Persisted root CSV report table,23,file_balanced_accuracy_repeat_t_ci95_high,file_balanced_accuracy_repeat_t_ci95_high,file_balanced_accuracy_repeat_t_ci95_high,Reported 95% confidence bound or interval for Macro-average recall across the K declared classes.,"repeat CI95 = 1 * (mean +/- t_(0.975,n-1) * sample_SD / sqrt(n))",repeat_student_t_interval_formula
early_three_model_summary_numeric,Persisted root CSV report table,24,file_balanced_accuracy_repeat_t_ci95_method,file_balanced_accuracy_repeat_t_ci95_method,file_balanced_accuracy_repeat_t_ci95_method,"Direct method, applicability, reason, metric-roster, or cluster-unit provenance for the reported statistic.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
early_three_model_summary_numeric,Persisted root CSV report table,25,file_macro_f1_n_repeats,file_macro_f1_n_repeats,file_macro_f1_n_repeats,Unweighted mean of the K class-specific F1 scores.,macro-F1 = (1/K) * sum_c F1_c,inferred_metric_formula
early_three_model_summary_numeric,Persisted root CSV report table,26,file_macro_f1_mean,file_macro_f1_mean,file_macro_f1_mean,Arithmetic mean of Unweighted mean of the K class-specific F1 scores. over the table's declared units,mean = (1/n) * sum_i x_i,arithmetic_mean_formula
early_three_model_summary_numeric,Persisted root CSV report table,27,file_macro_f1_sample_sd,file_macro_f1_sample_sd,file_macro_f1_sample_sd,Sample standard deviation of Unweighted mean of the K class-specific F1 scores.,sample SD = sqrt[sum_i (x_i - mean)^2 / (n - 1)],sample_sd_formula
early_three_model_summary_numeric,Persisted root CSV report table,28,file_macro_f1_repeat_t_ci95_low,file_macro_f1_repeat_t_ci95_low,file_macro_f1_repeat_t_ci95_low,Reported 95% confidence bound or interval for Unweighted mean of the K class-specific F1 scores.,"repeat CI95 = 1 * (mean +/- t_(0.975,n-1) * sample_SD / sqrt(n))",repeat_student_t_interval_formula
early_three_model_summary_numeric,Persisted root CSV report table,29,file_macro_f1_repeat_t_ci95_high,file_macro_f1_repeat_t_ci95_high,file_macro_f1_repeat_t_ci95_high,Reported 95% confidence bound or interval for Unweighted mean of the K class-specific F1 scores.,"repeat CI95 = 1 * (mean +/- t_(0.975,n-1) * sample_SD / sqrt(n))",repeat_student_t_interval_formula
early_three_model_summary_numeric,Persisted root CSV report table,30,file_macro_f1_repeat_t_ci95_method,file_macro_f1_repeat_t_ci95_method,file_macro_f1_repeat_t_ci95_method,"Direct method, applicability, reason, metric-roster, or cluster-unit provenance for the reported statistic.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
early_three_model_summary_numeric,Persisted root CSV report table,31,subject_balanced_accuracy_n_repeats,subject_balanced_accuracy_n_repeats,subject_balanced_accuracy_n_repeats,Macro-average recall across the K declared classes.,BA = (1/K) * sum_c [TP_c / (TP_c + FN_c)],inferred_metric_formula
early_three_model_summary_numeric,Persisted root CSV report table,32,subject_balanced_accuracy_mean,subject_balanced_accuracy_mean,subject_balanced_accuracy_mean,Arithmetic mean of Macro-average recall across the K declared classes. over the table's declared units,mean = (1/n) * sum_i x_i,arithmetic_mean_formula
early_three_model_summary_numeric,Persisted root CSV report table,33,subject_balanced_accuracy_sample_sd,subject_balanced_accuracy_sample_sd,subject_balanced_accuracy_sample_sd,Sample standard deviation of Macro-average recall across the K declared classes.,sample SD = sqrt[sum_i (x_i - mean)^2 / (n - 1)],sample_sd_formula
early_three_model_summary_numeric,Persisted root CSV report table,34,subject_balanced_accuracy_repeat_t_ci95_low,subject_balanced_accuracy_repeat_t_ci95_low,subject_balanced_accuracy_repeat_t_ci95_low,Reported 95% confidence bound or interval for Macro-average recall across the K declared classes.,"repeat CI95 = 1 * (mean +/- t_(0.975,n-1) * sample_SD / sqrt(n))",repeat_student_t_interval_formula
early_three_model_summary_numeric,Persisted root CSV report table,35,subject_balanced_accuracy_repeat_t_ci95_high,subject_balanced_accuracy_repeat_t_ci95_high,subject_balanced_accuracy_repeat_t_ci95_high,Reported 95% confidence bound or interval for Macro-average recall across the K declared classes.,"repeat CI95 = 1 * (mean +/- t_(0.975,n-1) * sample_SD / sqrt(n))",repeat_student_t_interval_formula
early_three_model_summary_numeric,Persisted root CSV report table,36,subject_balanced_accuracy_repeat_t_ci95_method,subject_balanced_accuracy_repeat_t_ci95_method,subject_balanced_accuracy_repeat_t_ci95_method,"Direct method, applicability, reason, metric-roster, or cluster-unit provenance for the reported statistic.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
early_three_model_summary_numeric,Persisted root CSV report table,37,subject_macro_f1_n_repeats,subject_macro_f1_n_repeats,subject_macro_f1_n_repeats,Unweighted mean of the K class-specific F1 scores.,macro-F1 = (1/K) * sum_c F1_c,inferred_metric_formula
early_three_model_summary_numeric,Persisted root CSV report table,38,subject_macro_f1_mean,subject_macro_f1_mean,subject_macro_f1_mean,Arithmetic mean of Unweighted mean of the K class-specific F1 scores. over the table's declared units,mean = (1/n) * sum_i x_i,arithmetic_mean_formula
early_three_model_summary_numeric,Persisted root CSV report table,39,subject_macro_f1_sample_sd,subject_macro_f1_sample_sd,subject_macro_f1_sample_sd,Sample standard deviation of Unweighted mean of the K class-specific F1 scores.,sample SD = sqrt[sum_i (x_i - mean)^2 / (n - 1)],sample_sd_formula
early_three_model_summary_numeric,Persisted root CSV report table,40,subject_macro_f1_repeat_t_ci95_low,subject_macro_f1_repeat_t_ci95_low,subject_macro_f1_repeat_t_ci95_low,Reported 95% confidence bound or interval for Unweighted mean of the K class-specific F1 scores.,"repeat CI95 = 1 * (mean +/- t_(0.975,n-1) * sample_SD / sqrt(n))",repeat_student_t_interval_formula
early_three_model_summary_numeric,Persisted root CSV report table,41,subject_macro_f1_repeat_t_ci95_high,subject_macro_f1_repeat_t_ci95_high,subject_macro_f1_repeat_t_ci95_high,Reported 95% confidence bound or interval for Unweighted mean of the K class-specific F1 scores.,"repeat CI95 = 1 * (mean +/- t_(0.975,n-1) * sample_SD / sqrt(n))",repeat_student_t_interval_formula
early_three_model_summary_numeric,Persisted root CSV report table,42,subject_macro_f1_repeat_t_ci95_method,subject_macro_f1_repeat_t_ci95_method,subject_macro_f1_repeat_t_ci95_method,"Direct method, applicability, reason, metric-roster, or cluster-unit provenance for the reported statistic.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
early_three_model_summary_numeric,Persisted root CSV report table,43,duration_sec_n_repeats,duration_sec_n_repeats,duration_sec_n_repeats,Persisted source-table value for `duration_sec_n_repeats`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
early_three_model_summary_numeric,Persisted root CSV report table,44,duration_sec_mean,duration_sec_mean,duration_sec_mean,Arithmetic mean of the reported statistic over the table's declared units,mean = (1/n) * sum_i x_i,arithmetic_mean_formula
early_three_model_summary_numeric,Persisted root CSV report table,45,duration_sec_sample_sd,duration_sec_sample_sd,duration_sec_sample_sd,Sample standard deviation of the reported statistic,sample SD = sqrt[sum_i (x_i - mean)^2 / (n - 1)],sample_sd_formula
early_three_model_summary_numeric,Persisted root CSV report table,46,duration_sec_repeat_t_ci95_low,duration_sec_repeat_t_ci95_low,duration_sec_repeat_t_ci95_low,Reported 95% confidence bound or interval for the reported statistic,"repeat CI95 = 1 * (mean +/- t_(0.975,n-1) * sample_SD / sqrt(n))",repeat_student_t_interval_formula
early_three_model_summary_numeric,Persisted root CSV report table,47,duration_sec_repeat_t_ci95_high,duration_sec_repeat_t_ci95_high,duration_sec_repeat_t_ci95_high,Reported 95% confidence bound or interval for the reported statistic,"repeat CI95 = 1 * (mean +/- t_(0.975,n-1) * sample_SD / sqrt(n))",repeat_student_t_interval_formula
early_three_model_summary_numeric,Persisted root CSV report table,48,duration_sec_repeat_t_ci95_method,duration_sec_repeat_t_ci95_method,duration_sec_repeat_t_ci95_method,"Direct method, applicability, reason, metric-roster, or cluster-unit provenance for the reported statistic.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
early_three_model_summary_numeric,Persisted root CSV report table,49,ranking_scope,ranking_scope,ranking_scope,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
early_three_model_summary_numeric,Persisted root CSV report table,50,formal_v2_selection_eligible,formal_v2_selection_eligible,formal_v2_selection_eligible,Persisted source-table value for `formal_v2_selection_eligible`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
historical_absolute_participant_cluster_ci,Persisted root CSV report table,1,source_study,source_study,source_study,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
historical_absolute_participant_cluster_ci,Persisted root CSV report table,2,classifier_id,classifier_id,classifier_id,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
historical_absolute_participant_cluster_ci,Persisted root CSV report table,3,case_id,case_id,case_id,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
historical_absolute_participant_cluster_ci,Persisted root CSV report table,4,model,model,model,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
historical_absolute_participant_cluster_ci,Persisted root CSV report table,5,metric,metric,metric,Persisted source-table value for `metric`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
historical_absolute_participant_cluster_ci,Persisted root CSV report table,6,point_estimate,point_estimate,point_estimate,Persisted source-table value for `point_estimate`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
historical_absolute_participant_cluster_ci,Persisted root CSV report table,7,point_estimate_source,point_estimate_source,point_estimate_source,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
historical_absolute_participant_cluster_ci,Persisted root CSV report table,8,participant_cluster_ci95_low,participant_cluster_ci95_low,participant_cluster_ci95_low,Participant-cluster percentile-bootstrap 95% CI lower endpoint for the reported statistic,"CI95 = [Q_0.025(T_b), Q_0.975(T_b)], b=1..B; T_b is the metric recomputed from bootstrap draw b; each draw resamples participant IDs with replacement under the declared strata and carries every repeat/row belonging to each sampled participant cluster",participant_cluster_interval_formula
historical_absolute_participant_cluster_ci,Persisted root CSV report table,9,participant_cluster_ci95_high,participant_cluster_ci95_high,participant_cluster_ci95_high,Participant-cluster percentile-bootstrap 95% CI upper endpoint for the reported statistic,"CI95 = [Q_0.025(T_b), Q_0.975(T_b)], b=1..B; T_b is the metric recomputed from bootstrap draw b; each draw resamples participant IDs with replacement under the declared strata and carries every repeat/row belonging to each sampled participant cluster",participant_cluster_interval_formula
historical_absolute_participant_cluster_ci,Persisted root CSV report table,10,participant_cluster_ci_applicability,participant_cluster_ci_applicability,participant_cluster_ci_applicability,"Direct method, applicability, reason, metric-roster, or cluster-unit provenance for the reported statistic.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
historical_absolute_participant_cluster_ci,Persisted root CSV report table,11,participant_cluster_ci_unavailability_reason,participant_cluster_ci_unavailability_reason,participant_cluster_ci_unavailability_reason,"Direct method, applicability, reason, metric-roster, or cluster-unit provenance for the reported statistic.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
historical_absolute_participant_cluster_ci,Persisted root CSV report table,12,formal_v2_inference,formal_v2_inference,formal_v2_inference,Persisted source-table value for `formal_v2_inference`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
leaderboard_display,Persisted root CSV report table,1,rank,rank,rank,Ordinal position after applying the table's declared sorting rule.,"N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_ordinal
leaderboard_display,Persisted root CSV report table,2,config_or_model,config_or_model,config_or_model,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
leaderboard_display,Persisted root CSV report table,3,model,model,model,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
leaderboard_display,Persisted root CSV report table,4,subject_BA_mean_sd_percent,subject_BA_mean_sd_percent,subject_BA_mean_sd_percent,Compact mean and sample-standard-deviation display for Macro-average recall across the K declared classes.,display = 100 * mean +/- 100 * sqrt[sum_i (x_i - mean)^2 / (n - 1)],mean_sample_sd_display_formula
leaderboard_display,Persisted root CSV report table,5,subject_BA_repeat_t_CI95_percent,subject_BA_repeat_t_CI95_percent,subject_BA_repeat_t_CI95_percent,Reported 95% confidence bound or interval for Macro-average recall across the K declared classes.,"repeat CI95 = 100 * (mean +/- t_(0.975,n-1) * sample_SD / sqrt(n))",repeat_student_t_interval_formula
leaderboard_display,Persisted root CSV report table,6,subject_macro_F1_mean_sd_percent,subject_macro_F1_mean_sd_percent,subject_macro_F1_mean_sd_percent,Compact mean and sample-standard-deviation display for Unweighted mean of the K class-specific F1 scores.,display = 100 * mean +/- 100 * sqrt[sum_i (x_i - mean)^2 / (n - 1)],mean_sample_sd_display_formula
leaderboard_display,Persisted root CSV report table,7,subject_macro_F1_repeat_t_CI95_percent,subject_macro_F1_repeat_t_CI95_percent,subject_macro_F1_repeat_t_CI95_percent,Reported 95% confidence bound or interval for Unweighted mean of the K class-specific F1 scores.,"repeat CI95 = 100 * (mean +/- t_(0.975,n-1) * sample_SD / sqrt(n))",repeat_student_t_interval_formula
leaderboard_display,Persisted root CSV report table,8,subject_macro_ROC_AUC,subject_macro_ROC_AUC,subject_macro_ROC_AUC,Area under the empirical receiver-operating-characteristic curve.,ROC-AUC = integral_0^1 TPR(FPR) dFPR (empirical trapezoidal area),inferred_metric_formula
leaderboard_display,Persisted root CSV report table,9,ROC_AUC_applicability,ROC_AUC_applicability,ROC_AUC_applicability,"Direct method, applicability, reason, metric-roster, or cluster-unit provenance for the reported statistic.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
leaderboard_display,Persisted root CSV report table,10,scientific_role,scientific_role,scientific_role,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
missing_v2_statistics,Persisted root CSV report table,1,requested_output,requested_output,requested_output,Persisted source-table value for `requested_output`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
missing_v2_statistics,Persisted root CSV report table,2,status,status,status,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
missing_v2_statistics,Persisted root CSV report table,3,reason,reason,reason,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
missing_v2_statistics,Persisted root CSV report table,4,required_source_fields,required_source_fields,required_source_fields,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
