case_id,config_id,parameter_path,value_json
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,evaluation.ranking.automatic_final_selection,false
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,evaluation.ranking.manual_multiple_final_versions_allowed,true
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,evaluation.ranking.max_qualified_per_comparison_group,10
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,evaluation.ranking.preserve_ablation_provenance,true
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,evaluation.ranking.sort_key,"""participant_level_mean_balanced_accuracy"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,evaluation.statistics.affects_automatic_selection,false
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,evaluation.statistics.bootstrap_replicates,10000
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,evaluation.statistics.cluster_unit,"""participant_with_all_five_repeat_oof_predictions"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,evaluation.statistics.confidence_interval,"""two_sided_95_percentile"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,evaluation.statistics.lcb95_metrics,"[""participant_level_mean_balanced_accuracy"",""participant_level_mean_macro_f1""]"
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,evaluation.statistics.lcb95_percentile,2.5
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,evaluation.statistics.multiplicity_correction,"""holm_within_comparison_family"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,evaluation.statistics.paired_exchange_unit,"""participant"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,evaluation.statistics.paired_permutation_replicates,100000
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,evaluation.statistics.seed,42
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,evaluation.unit,"""participant"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,features.enabled_groups,"[""ppi_basic_rate"",""hrv_time_domain"",""hrv_spectral"",""hrv_nonlinear"",""morphology"",""dual_optical"",""engineering_summary""]"
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,features.engineering_sequence_schema,"""engineering_10s_hop2s_thesis_115_v3"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,features.file_aggregation,"[""mean"",""population_sd""]"
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,features.file_vector_schema,"""feature_vector_282_v3"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,features.matrix_length_policy,"""all_complete_windows_variable_k"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,features.matrix_schema,"""ordered_window_feature_matrix_d146_variable_k_v1"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,features.missing_physiology_encoding,"""nan_and_validity_false"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,features.prv_library_comparison_scope,"""fixed_ppi_vectors_only_no_classifier"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,features.prv_primary_backend,"""local_manual"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,features.rate_prv_min_duration_s,8.0
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,features.rate_prv_min_peaks,5
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,features.registry_id,"""feature_vector_282_v3"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,features.sample_entropy.m,2
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,features.sample_entropy.min_intervals,200
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,features.sample_entropy.r_sd_fraction,0.2
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,features.spectral_bands_hz.hf,"[0.15,0.4]"
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,features.spectral_bands_hz.lf,"[0.04,0.15]"
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,features.spectral_bands_hz.vlf,"[0.003,0.04]"
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,features.spectral_prv_min_coverage,0.8
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,features.spectral_prv_min_duration_s,300.0
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,features.spectral_prv_min_intervals,200
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,features.tachogram_fs_hz,4.0
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,features.technical_metadata_allowed,false
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,features.time_prv_min_coverage,0.8
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,features.time_prv_min_duration_s,60.0
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,features.time_prv_min_intervals,30
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,features.window_feature_schema,"""window_feature_set_d146_v1"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,manifest.allow_qc_excluded_records,false
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,manifest.channel_order,"[""RED"",""IR"",""AX"",""AY"",""AZ"",""GX"",""GY"",""GZ""]"
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,manifest.class_id_order,"[0,1,2]"
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,manifest.class_name_order,"[""Pre-Frail"",""Robust/Non-Frail"",""Young""]"
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,manifest.expected_participant_count,29
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,manifest.expected_record_count,261
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,manifest.manifest_version,"""internal_records_v2"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,manifest.path,"""manifests/internal_records_v2.csv"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,manifest.source_dataset_id,"""frailty3_m2_20260815_a054800abda272f6"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,manifest.source_manifest_sha256,"""bd429ae9c56974ba9ffcb924dfbad0ed930f7d2d47418365754a1929ada06e90"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,model.architecture_parameters.bottleneck_channels,16
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,model.architecture_parameters.branch_count,4
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,model.architecture_parameters.classifier_dropout,0.5
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,model.architecture_parameters.depth,3
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,model.architecture_parameters.dilation,1
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,model.architecture_parameters.global_pooling,"""mask_aware_global_average"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,model.architecture_parameters.kernel_sizes,"[39,19,9]"
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,model.architecture_parameters.model_id,"""inception_small"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,model.architecture_parameters.n_classes,3
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,model.architecture_parameters.out_channels,16
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,model.architecture_parameters.pool_size,3
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,model.architecture_parameters.representation_mode,"""raw"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,model.architecture_parameters.residual_interval,3
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,model.architecture_parameters.variant,"""small"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,model.dilation,1
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,model.dropout,0.5
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,model.ensemble_size,1
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,model.input_channel_order,"[""RED"",""IR"",""A_dyn_x"",""A_dyn_y"",""A_dyn_z"",""GX"",""GY"",""GZ""]"
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,model.input_channels,8
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,model.input_channels_resolution,"""canonical_frailty_raw_8"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,model.kernel_sizes,"[39,19,9]"
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,model.mask_aware_pooling,true
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,model.model_id,"""InceptionTimeSmall"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,model.n_classes,3
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,model.seed_policy,"""outer_cv_repeat_seed_equals_split_seed"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,model.variant,"""single_network"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,output.overwrite_existing,false
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,output.parquet_missing_dependency_action,"""fail_closed"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,output.root,"""artifacts/runs"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,output.strict_json,true
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,output.write_file_oof,true
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,output.write_member_oof,false
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,output.write_parquet,true
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,output.write_subject_oof,true
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,output.write_window_oof,true
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,quality.components,[]
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,quality.failure_action,"""fail_closed"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,quality.fit_scope,"""not_applied_off"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,quality.flatline_duration_s,1.0
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,quality.high_quality_rule,"""not_applied"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,quality.long_gap_max_samples,100
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,quality.mode,"""off"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,quality.window_selection.application_scope,"""outer_train_only"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,quality.window_selection.keep_fraction,1.0
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,quality.window_selection.policy,"""none"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,quality.window_selection.score_algorithm,"""legacy_cardiac_motion_window_sqi_v1"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,representation_mode,"""raw"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,roles,"[""B"",""R1"",""R2"",""R3"",""R4"",""S1"",""S2"",""W1"",""W2""]"
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,routing.fs_hz,400.0
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,routing.hop_s,2.0
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,routing.source_grid,"""canonical_acquisition_grid"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,routing.window_s,8.0
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,schema_version,"""ppg_frailty.pipeline_config.v2"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.accelerometer_input_unit,"""g"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.analysis_view.additional_filter,"""none"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.analysis_view.direct_source,"""x_filter_0p2_to_8hz"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.analysis_view.non_identity_semantics,"""rate_only"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.analysis_view.non_identity_source,"""aligned_x_ar"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.channel_order,"[""RED"",""IR"",""AX"",""AY"",""AZ"",""GX"",""GY"",""GZ""]"
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.dl_resampling.enabled,true
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.dl_resampling.method,"""polyphase_anti_alias"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.dl_resampling.preserve_feature_grid_hz,400.0
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.dl_resampling.target_fs_hz,64.0
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.gap_repair.all_missing_channel_action,"""reject_record"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.gap_repair.edge_extrapolation,false
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.gap_repair.max_gap_samples,100
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.gap_repair.method,"""linear_inside_only"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.gyroscope_input_unit,"""deg/s"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.imu.calibration_start_s,5.0
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.imu.calibration_stop_s,100.0
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.imu.comparison_method,"""profile_a_lowpass_0p3hz"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.imu.failure_action,"""fail_closed"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.imu.gravity_method,"""sensor_filter_only_no_gravity_removal"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.imu.gravity_mps2,9.81
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.imu.initialization,"""same_participant_static_calibration"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.imu.output_units.acceleration,"""m/s^2"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.imu.output_units.gyroscope,"""rad/s"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.imu.output_units.jerk,"""m/s^3"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.imu.required_axes,6
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.imu.sensor_filter_order,3
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.imu.sensor_lowpass_acc_hz,20.0
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.imu.sensor_lowpass_gyro_hz,40.0
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.internal_fs_hz,400.0
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.normalization.clip_after_scale,"[-8.0,8.0]"
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.normalization.iqr_fallback,"""standard_deviation_then_finite_one"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.normalization.mad_consistency_divisor,0.6744897501960817
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.normalization.raw_imu,"""none"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.normalization.raw_ppg,"""per_window_robust"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.normalization.robust_iqr_divisor,1.349
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.normalization.scale_epsilon,1e-08
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.normalization.standard_ddof,0
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.peak_detector.detector_id,"""msptdfast_v2_3_python_port"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.peak_detector.failure_action,"""fail_closed_no_fallback"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.peak_detector.min_observation_sec,8.0
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.peak_detector.min_peaks,5
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.peak_detector.parameters.minimum_heart_rate_bpm,30.0
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.peak_detector.parameters.overlap_fraction,0.2
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.peak_detector.parameters.target_downsample_hz,20.0
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.peak_detector.parameters.window_s,6.0
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.ppg_filter.family,"""butterworth_sos"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.ppg_filter.high_hz,8.0
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.ppg_filter.low_hz,0.2
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.ppg_filter.notch_enabled,false
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.ppg_filter.order,3
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.ppg_filter.phase,"""zero_phase"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.ppg_filter.short_signal_policy,"""reject"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,signal.ppg_native_unit,"""raw_counts"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,splits.n_repeats,5
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,splits.n_splits,5
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,splits.path,"""splits/sgkf5_repeated_grouped_5x5_v2.csv"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,splits.registry_id,"""frailty3_future_corrected_sgkf5_v2"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,splits.runtime_recompute,false
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,splits.source_registry_file_sha256,"""c80e780d60162ff1132101ee368ee3a55d95f3c7a6d51a5c9a8feec8605d388c"""
tuned_all_roles__inception_small_no_gravity,formal_inception_small_line_b_v2__tuned_all_roles_inception_small_no_gravity_fixed10,splits.source_registry_payload_sha256,"""0bca827fa8e4f9679b6ee9435b5497a60d91e74ddb366e058fc69614fb007f46"""
